real,prediccion,error
5.00001,4.986369799999989,0.013640200000010871
1.795,1.4933099999999992,0.3016900000000007
1.125,1.2311801,-0.1061801
1.5,1.6874899999999995,-0.1874899999999995
0.93,1.1419500000000005,-0.21195000000000042
2.343,3.3688508999999978,-1.0258508999999978
2.157,2.364771099999999,-0.2077710999999991
1.193,1.894429999999998,-0.701429999999998
2.356,2.30661,0.04938999999999982
0.938,0.8987100000000002,0.039289999999999714
1.883,3.839641399999999,-1.9566413999999992
5.00001,4.431964399999996,0.568045600000004
1.482,1.7917302000000002,-0.3097302000000002
1.375,2.0992105,-0.7242104999999999
3.02,2.950580000000001,0.06941999999999915
2.49,2.5632699999999993,-0.07326999999999906
2.876,3.0580399999999996,-0.18203999999999976
1.388,1.14944,0.23855999999999988
2.027,2.0523101999999995,-0.025310199999999394
1.827,1.8624000000000007,-0.035400000000000764
3.205,2.2729600000000003,0.9320399999999998
2.89,2.3439001999999993,0.5460998000000008
0.683,1.1117900000000003,-0.4287900000000002
0.886,0.8064200000000006,0.07957999999999943
3.885,2.2143406,1.6706594
0.527,0.6665399999999999,-0.1395399999999999
0.924,1.073780000000001,-0.14978000000000102
1.889,1.2504700000000002,0.6385299999999998
1.44,1.5128699999999995,-0.07286999999999955
4.747,3.8112608999999997,0.9357391000000002
0.938,0.9375099999999997,0.0004900000000002125
2.12,1.981599999999999,0.1384000000000012
1.0,1.9725004999999995,-0.9725004999999995
1.623,2.878870100000002,-1.255870100000002
2.304,2.3419399999999975,-0.03793999999999764
1.775,1.7321799999999994,0.042820000000000524
0.701,1.7388301999999995,-1.0378301999999997
1.684,2.855310100000001,-1.171310100000001
1.589,1.3243699999999996,0.26463000000000036
2.866,2.8934800999999997,-0.027480099999999563
2.763,2.821160599999999,-0.05816059999999901
2.228,2.9106807999999997,-0.6826807999999995
3.183,3.2691302,-0.08613020000000038
1.25,1.3524599999999996,-0.10245999999999955
1.85,2.1596099999999994,-0.3096099999999993
3.071,2.705560099999999,0.36543990000000104
3.673,4.002081100000001,-0.3290811000000007
1.889,1.943490000000001,-0.05449000000000104
2.528,2.77763,-0.2496299999999998
1.578,2.3975999999999997,-0.8195999999999997
1.831,1.8524900000000009,-0.021490000000000897
3.0,3.496922799999997,-0.496922799999997
1.133,1.0885199999999997,0.0444800000000003
1.0,1.3844199999999993,-0.3844199999999993
0.946,1.2810399999999995,-0.33503999999999956
1.993,2.2931699999999986,-0.3001699999999985
1.755,1.5929700000000009,0.162029999999999
1.464,1.3612599999999997,0.10274000000000028
0.885,1.0053499999999997,-0.12034999999999973
1.831,1.8489900000000015,-0.017990000000001505
1.969,1.2603000000000002,0.7086999999999999
1.857,1.8086600000000006,0.04833999999999938
3.737,4.616965299999997,-0.8799652999999967
1.014,0.97637,0.03763000000000005
2.689,3.0385800000000014,-0.34958000000000133
3.944,2.5170404000000004,1.4269595999999996
0.584,0.62478,-0.04078000000000004
1.938,3.1111608999999993,-1.1731608999999994
2.125,2.111830099999999,0.013169900000001178
4.878,3.6213207999999986,1.2566792000000016
1.98,2.9236901,-0.9436901
2.293,2.8994700000000004,-0.6064700000000003
0.987,0.8851100000000001,0.10188999999999993
4.5,1.9525700000000001,2.54743
1.663,1.6385399999999997,0.02446000000000037
1.398,1.35722,0.040779999999999816
0.561,0.7854099999999997,-0.22440999999999967
1.712,1.4847399999999993,0.22726000000000068
0.79,0.8303499999999997,-0.040349999999999664
0.996,0.9878200000000001,0.008179999999999854
2.746,2.9046504000000004,-0.1586504000000004
1.935,2.1691,-0.23409999999999975
2.446,2.746600200000001,-0.30060020000000076
0.528,0.5192500000000001,0.008749999999999925
2.0,1.77749,0.22250999999999999
4.043,3.5211308999999984,0.5218691000000018
3.477,2.905840300000001,0.571159699999999
0.961,0.9616399999999997,-0.0006399999999997519
2.618,2.7114001000000005,-0.09340010000000065
2.489,2.0422700000000007,0.4467299999999992
1.063,1.1593800000000003,-0.09638000000000035
0.932,0.8809800000000003,0.05101999999999973
2.461,3.1211600999999995,-0.6601600999999997
5.00001,4.809677699999989,0.19033230000001033
4.123,4.254332999999996,-0.13133299999999615
1.569,1.7667299999999986,-0.19772999999999863
2.807,2.680109999999999,0.12689000000000084
2.74,2.5360101000000004,0.20398989999999984
1.375,1.2714299999999998,0.10357000000000016
1.64,1.7968799999999996,-0.1568799999999997
1.108,1.0766099999999994,0.031390000000000695
1.435,2.3985299999999996,-0.9635299999999996
1.446,1.2906399999999991,0.15536000000000083
2.15,1.88084,0.26915999999999984
1.501,1.80637,-0.30537000000000014
2.044,1.9399300000000002,0.10406999999999988
2.314,2.4204899999999996,-0.10648999999999953
0.847,0.7195200000000003,0.1274799999999997
0.586,0.5935700000000002,-0.007570000000000188
1.402,1.8701999999999999,-0.46819999999999995
3.279,3.1041906999999997,0.17480930000000017
2.869,2.5547403999999996,0.31425960000000064
2.594,2.919921199999999,-0.32592119999999936
3.021,3.1458801999999997,-0.12488019999999977
1.083,0.9023599999999997,0.18064000000000024
0.855,1.2910600000000005,-0.43606000000000056
2.25,1.2302800000000003,1.0197199999999997
3.5,3.5717712,-0.07177120000000015
5.00001,2.5566400999999996,2.4433699
2.094,2.3699402999999992,-0.27594029999999936
5.00001,4.849478099999991,0.1505319000000087
2.62,2.5206100000000005,0.09938999999999965
2.239,2.3277200000000002,-0.08872000000000035
1.45,1.50952,-0.05952000000000002
1.558,1.6448600000000002,-0.08686000000000016
3.796,4.687735999999994,-0.8917359999999941
2.369,2.525360600000001,-0.15636060000000063
1.317,1.3748999999999996,-0.05789999999999962
1.362,1.2752800000000002,0.08671999999999991
5.00001,4.984659799999989,0.015350200000010972
1.201,1.31446,-0.1134599999999999
2.278,2.17488,0.1031200000000001
1.32,1.1916600000000002,0.1283399999999999
2.219,2.737550299999999,-0.5185502999999994
0.901,0.9949800000000001,-0.09398000000000006
1.92,2.1183599999999982,-0.19835999999999832
1.855,1.762899999999999,0.09210000000000096
3.3,3.7862307,-0.4862307000000001
4.964,4.381103599999997,0.5828964000000036
0.853,0.9394300000000005,-0.08643000000000056
1.618,2.723960799999999,-1.105960799999999
2.415,2.04124,0.37375999999999987
2.5,2.0651700000000006,0.4348299999999994
1.993,2.271110000000002,-0.27811000000000186
2.708,3.1010700000000018,-0.3930700000000016
4.4,3.093070600000001,1.3069293999999996
1.55,2.43558,-0.8855799999999998
2.173,2.465459999999999,-0.29245999999999883
4.135,3.1737101999999977,0.9612898000000021
0.917,1.5213113000000007,-0.6043113000000007
2.248,2.7100302999999983,-0.4620302999999981
1.93,1.9646300000000003,-0.03463000000000038
0.664,0.8559199999999995,-0.19191999999999942
0.804,0.8616400000000002,-0.057640000000000136
1.944,2.7592501000000005,-0.8152501000000005
1.325,1.5284400000000005,-0.2034400000000005
1.123,1.1073700000000004,0.01562999999999959
0.686,0.5729000000000002,0.11309999999999987
1.745,1.9119499999999994,-0.16694999999999927
2.691,3.297820799999999,-0.606820799999999
2.614,2.2101303,0.4038697
1.65,1.5513,0.09870000000000001
1.462,1.5283800000000005,-0.06638000000000055
5.00001,4.989709899999989,0.010300100000010914
0.577,0.6076599999999998,-0.0306599999999998
1.671,1.8284299,-0.1574298999999999
2.876,2.48063,0.3953699999999998
2.25,2.6579399999999986,-0.40793999999999864
1.438,1.6540600000000003,-0.21606000000000036
0.559,0.6114999999999999,-0.05249999999999988
2.728,2.5999901,0.12800990000000034
2.633,2.6752900000000013,-0.04229000000000127
2.464,2.680302000000001,-0.2163020000000011
3.429,3.6793009000000008,-0.25030090000000094
1.107,1.0479400000000008,0.059059999999999224
2.325,2.3561800999999996,-0.031180099999999378
1.032,1.1467300000000002,-0.11473000000000022
2.161,2.1524299999999994,0.008570000000000633
1.871,2.00011,-0.12910999999999984
1.444,1.6352799999999998,-0.1912799999999999
1.465,1.00817,0.45683000000000007
1.928,2.02605,-0.09805000000000019
1.99,1.5970899999999997,0.3929100000000003
3.975,3.9211118999999997,0.05388810000000044
5.00001,4.640936399999992,0.35907360000000743
2.161,2.04782,0.11317999999999984
1.199,2.4631511,-1.2641511
2.14,2.2738999999999994,-0.13389999999999924
1.192,1.3487499999999997,-0.15674999999999972
1.567,1.5820100000000008,-0.015010000000000856
3.0,3.767272499999998,-0.767272499999998
1.429,1.3906999999999996,0.038300000000000445
1.135,1.2146399999999993,-0.07963999999999927
1.937,1.7759299999999993,0.1610700000000007
2.414,1.8393900000000003,0.5746099999999998
2.099,2.5856702999999994,-0.4866702999999992
1.572,1.8546105,-0.2826104999999999
5.00001,4.466293599999997,0.533716400000003
1.417,2.3477603,-0.9307603
1.437,2.0800501000000007,-0.6430501000000006
2.75,3.749211199999999,-0.9992111999999991
1.091,1.4022800000000002,-0.3112800000000002
0.717,0.9723399999999998,-0.2553399999999998
5.00001,3.858991799999998,1.1410182000000018
1.714,1.5402500000000006,0.1737499999999994
5.00001,2.7249304000000008,2.275079599999999
1.648,2.9585199999999996,-1.3105199999999997
0.987,1.5150699999999997,-0.5280699999999997
0.907,0.9588300000000003,-0.051830000000000265
4.29,4.323954299999995,-0.03395429999999511
2.841,3.0854902000000015,-0.24449020000000132
0.533,0.6050499999999996,-0.07204999999999961
4.523,3.629191099999998,0.8938089000000016
1.466,1.9077305999999998,-0.44173059999999986
2.616,2.0808500999999997,0.5351499000000004
1.569,1.2548099999999998,0.3141900000000002
1.594,2.503950300000001,-0.9099503000000009
2.875,2.0011908999999997,0.8738091000000003
1.985,1.9312799999999988,0.05372000000000132
1.297,1.2042300000000004,0.09276999999999958
0.973,0.9579800000000002,0.015019999999999811
3.397,2.91863,0.47836999999999996
1.821,1.6821700000000002,0.1388299999999998
1.143,1.0344200000000003,0.10857999999999968
0.853,0.9918499999999996,-0.13884999999999958
1.19,1.28848,-0.09848000000000012
1.734,1.4901100000000003,0.24388999999999972
2.743,2.3666302999999997,0.37636970000000014
4.291,3.3121601,0.9788399000000005
0.771,0.8416699999999999,-0.0706699999999999
2.405,2.6965001000000006,-0.2915001000000008
1.625,1.9328999999999998,-0.30789999999999984
2.544,2.3357099999999997,0.2082900000000003
0.608,0.6672099999999999,-0.059209999999999874
0.917,1.1522001000000004,-0.23520010000000036
0.518,0.6841899999999996,-0.16618999999999962
4.986,4.970599599999989,0.015400400000010528
3.625,1.661449999999999,1.963550000000001
1.063,1.1862899999999994,-0.12328999999999946
1.631,1.6367599999999995,-0.005759999999999543
0.879,0.8402299999999993,0.03877000000000075
3.467,3.223900299999998,0.24309970000000192
2.915,1.8275199999999991,1.087480000000001
2.563,3.0884606000000008,-0.5254606000000006
1.055,1.3321901,-0.2771901000000001
3.509,3.4469902,0.06200979999999978
0.727,0.9086400000000002,-0.18164000000000025
3.43,3.4801000000000006,-0.05010000000000048
0.673,0.6792399999999997,-0.00623999999999969
1.275,1.1878399999999996,0.08716000000000035
2.404,2.4978899999999995,-0.09388999999999958
2.523,2.3127899999999992,0.2102100000000009
3.106,2.5589701,0.5470299000000001
1.357,0.9823000000000001,0.3746999999999999
4.808,3.882570699999998,0.925429300000002
0.575,0.47775000000000006,0.09724999999999989
5.00001,4.910728599999992,0.08928140000000795
3.953,3.5005602999999996,0.4524397000000002
2.267,2.8365102000000006,-0.5695102000000007
2.625,3.5645419999999977,-0.9395419999999977
2.704,3.164870000000001,-0.4608700000000008
1.83,2.0521501999999994,-0.2221501999999993
1.619,1.8615799999999993,-0.24257999999999935
0.811,0.7556500000000003,0.05534999999999979
1.744,2.2064000000000004,-0.46240000000000037
2.182,2.3325299999999998,-0.15052999999999983
1.438,1.4591900000000007,-0.02119000000000071
1.991,1.96618,0.024820000000000064
4.188,4.347152200000001,-0.1591522000000012
5.0,4.220124599999997,0.7798754000000034
1.245,0.9242599999999992,0.3207400000000009
2.978,2.565750000000001,0.41224999999999934
0.622,0.6662099999999999,-0.04420999999999986
1.555,1.5482900000000002,0.006709999999999772
